,Aircraft,Cabin Staff Service,Date Flown,Food & Beverages,Ground Service,Inflight Entertainment,Recommended,Route,Seat Comfort,Seat Type,Type Of Traveller,Value For Money,Wifi & Connectivity
1228,A380,5,November 2015,5.0,5,5.0,yes,Heathrow to Singapore,5,First Class,Couple Leisure,5,
1229,A380,5,November 2015,4.0,4,5.0,yes,BSL to JNB via LHR,4,Premium Economy,Solo Leisure,4,
1230,Boeing 747-400,4,August 2015,5.0,2,5.0,yes,London to Vancouver,3,Economy Class,Solo Leisure,3,1.0
1231,A380 / Boeing 747-400,5,November 2015,5.0,3,4.0,yes,LHR to SFO,4,Premium Economy,Couple Leisure,5,
1232,Boeing 747-400,2,November 2015,1.0,3,1.0,no,LHR to GRU,1,Business Class,Business,1,
1233,Boeing 777,3,November 2015,3.0,3,2.0,yes,LGW to Grenada,3,Premium Economy,Couple Leisure,3,2.0
1234,Boeing 777,4,November 2015,3.0,3,2.0,yes,Tampa to Gatwick,4,Business Class,Couple Leisure,4,
1235,Boeing 747-400,3,November 2015,3.0,3,2.0,yes,LHR to MIA,4,Premium Economy,Couple Leisure,3,
1236,Boeing 777,4,November 2015,3.0,4,3.0,yes,LHR to DXB,2,Business Class,Solo Leisure,4,
1237,Boeing 777,5,November 2015,3.0,5,4.0,yes,Heathrow to Houston,5,First Class,Solo Leisure,4,
1238,Boeing 777-300,5,October 2015,4.0,4,4.0,yes,Sydney to Singapore,4,Premium Economy,Business,4,
1239,Boeing 747-400,2,November 2015,2.0,4,1.0,no,CPT to LHR,5,First Class,Couple Leisure,3,
1240,Boeing 777-200,3,November 2015,2.0,5,4.0,no,LHR to LAX,3,Business Class,Couple Leisure,3,
1241,Boeing 777-300,1,November 2015,3.0,3,1.0,no,LHR to EZE,1,Business Class,Business,3,1.0
1242,,2,November 2015,3.0,3,3.0,yes,Mauritius to London,2,Economy Class,Couple Leisure,3,2.0
1243,Boeing 777,5,October 2015,2.0,1,3.0,no,Gatwick to Orlando,3,Economy Class,Family Leisure,3,1.0
1244,Boeing 777,4,November 2015,3.0,4,3.0,no,London to Luanda,1,Business Class,Couple Leisure,3,
1245,Boeing 747-400,2,November 2015,1.0,2,1.0,no,Denver to Heathrow,4,Economy Class,Family Leisure,2,
1246,Boeing 777-200,2,November 2015,2.0,4,1.0,no,BKK to LHR,1,Business Class,Business,3,
1247,Boeing 777-300,5,November 2015,4.0,5,4.0,yes,London to Sydney,4,First Class,Couple Leisure,5,
1248,Boeing 747-400,5,October 2015,4.0,4,4.0,yes,LHR to CPT,5,First Class,Couple Leisure,4,
1249,Boeing 777,4,October 2015,2.0,5,3.0,no,London to Kuala Lumpur,4,Business Class,Couple Leisure,3,
1250,Boeing 747-400,3,November 2015,2.0,4,2.0,yes,NCE to LAS via LHR,4,Premium Economy,Business,4,
1251,Boeing 777,5,May 2015,4.0,4,4.0,yes,Singapore to Sydney,4,First Class,Solo Leisure,5,
1252,,1,October 2015,1.0,2,3.0,no,London to Delhi,3,Economy Class,Solo Leisure,2,2.0
1253,A320,3,November 2015,1.0,1,1.0,no,Istanbul to London,1,Business Class,Business,1,
1254,A319 / Boeing 777-300,5,October 2015,5.0,2,5.0,yes,GVA to PEK via LHR,4,Economy Class,Solo Leisure,5,
1255,Boeing 777,5,November 2015,4.0,5,4.0,yes,LHR to NBO,5,Business Class,Couple Leisure,5,
1256,Boeing 777,2,October 2015,3.0,3,2.0,no,SEA to AUH via LHR,3,First Class,Business,3,
1257,Boeing 747-400,5,October 2015,4.0,4,3.0,yes,Heathrow to Las Vegas,3,Economy Class,Family Leisure,3,1.0
1258,Boeing 777,1,November 2015,1.0,1,3.0,no,SIN to LHR,3,Business Class,Business,3,1.0
1259,A380,5,October 2015,3.0,2,4.0,no,MIA to LHR,4,Business Class,Couple Leisure,3,1.0
1260,Boeing 747-400,3,September 2015,3.0,5,2.0,yes,SFO to LHR,3,Economy Class,Solo Leisure,5,
1261,Boeing 777-200,2,October 2015,3.0,2,1.0,no,London Heathrow to Bangkok,2,Premium Economy,Couple Leisure,1,2.0
1262,A380,4,October 2015,4.0,4,4.0,yes,SFO to LHR,4,Premium Economy,Solo Leisure,4,
1263,Boeing 787-800,1,March 2015,2.0,2,4.0,yes,LHR to Chengdu,4,Business Class,Solo Leisure,3,
1264,Boeing 777-300ER,3,January 2015,2.0,4,3.0,yes,Tokyo Narita to LHR,4,Business Class,Business,4,
1265,Boeing 777-300ER,5,January 2015,5.0,4,5.0,yes,LHR to Tokyo Narita,5,First Class,Business,5,
1266,Boeing 747- 400,4,October 2015,3.0,1,2.0,no,MAN to LAS via LHR,1,Economy Class,Couple Leisure,2,
1267,Boeing 777,3,October 2015,4.0,3,3.0,yes,Heathrow (London) to JFK (New York City),4,Premium Economy,Solo Leisure,4,
1268,A380,4,September 2015,4.0,5,4.0,yes,LHR to SFO,5,Economy Class,Solo Leisure,4,
1269,Boeing 787,5,October 2015,5.0,4,5.0,yes,London to Chennai,5,Economy Class,Couple Leisure,5,5.0
1270,Boeing 747-400,5,October 2015,4.0,3,3.0,yes,London to Phoenix,4,Premium Economy,Business,4,
1271,Boeing 747-400,4,October 2015,2.0,2,2.0,no,SFO to LHR,2,Premium Economy,Couple Leisure,1,
1272,Boeing 777,1,October 2015,2.0,4,2.0,no,Orlando to London,2,Economy Class,Couple Leisure,3,
1273,B0eing 747-400,2,October 2015,3.0,4,2.0,no,London to Cape Town,1,Economy Class,Business,1,
1274,Boeing 777-200,5,October 2015,4.0,2,2.0,no,Heathrow to Haneda,2,Business Class,Business,3,
1275,A320,4,October 2015,2.0,4,2.0,no,LHR to AMS,3,Business Class,Solo Leisure,2,
1276,Boeing 777,4,October 2015,4.0,3,4.0,yes,LHR to SYD via SIN,4,Premium Economy,Couple Leisure,4,
1277,,4,September 2015,2.0,2,2.0,no,LHR to BKK,2,Premium Economy,Solo Leisure,1,2.0
1278,Boeing 777-200,4,October 2015,3.0,4,4.0,no,SYD to LHR via SIN,1,Business Class,Couple Leisure,2,
1279,A380,5,October 2015,4.0,4,5.0,yes,LHR to JNB,5,Premium Economy,Couple Leisure,3,
1280,A380 / Boeing 777,2,October 2015,2.0,1,2.0,no,LHR to SYD via SIN,4,Business Class,Family Leisure,1,
1281,Boeing 777-200,2,October 2015,1.0,4,2.0,no,Antigua to Gatwick,1,Economy Class,Business,2,
1282,A380,5,October 2015,5.0,4,4.0,yes,London to Los Angeles,4,Business Class,Couple Leisure,4,
1283,Boeing 747-400,2,October 2015,2.0,1,1.0,no,LHR to SIN,3,Business Class,Business,1,
1284,Boeing 777,5,October 2015,3.0,4,4.0,yes,SAN to LHR,4,Business Class,Couple Leisure,4,
1285,Boeing 777-200,3,October 2015,3.0,3,4.0,yes,Gatwick to Las Vegas,4,Premium Economy,Family Leisure,3,
1286,Boeing 747,1,September 2015,2.0,4,1.0,no,Vancouver to London,3,Premium Economy,Business,2,
1287,Boeing 777,2,September 2015,1.0,2,2.0,no,LHR to SAN,4,Business Class,Solo Leisure,1,
1288,Boeing 777-200,3,October 2015,4.0,1,2.0,no,TLV to SAN via LHR,3,Economy Class,Couple Leisure,1,
1289,Boeing 777-200,3,October 2015,1.0,3,2.0,no,Heathrow to Bahrain,2,Economy Class,Business,3,2.0
1290,A380,4,August 2015,4.0,4,4.0,yes,LHR to SIN,4,Business Class,Business,5,
1291,Boeing 777-200,4,August 2015,3.0,5,3.0,yes,LHR to KUL,2,Economy Class,Family Leisure,4,
1292,Boeing 777-200,4,April 2015,3.0,3,3.0,yes,London to Bangkok,4,Economy Class,Solo Leisure,3,
1293,Boeing 777-200,4,October 2015,4.0,4,2.0,yes,GLA to BKK via LHR,3,Premium Economy,Couple Leisure,3,1.0
1294,Boeing 747-400,2,October 2015,2.0,3,2.0,yes,DUB to LAS via LHR,1,Economy Class,Couple Leisure,3,
1295,Boeing 747,4,April 2015,1.0,3,1.0,no,Jersey to MIA via London,1,Economy Class,Family Leisure,3,
1296,,4,September 2015,4.0,1,4.0,no,YYZ to FCO via LHR,4,Economy Class,Couple Leisure,2,4.0
1297,Boeing 777-300,4,September 2015,5.0,5,5.0,yes,LHR to SYD via SIN,5,First Class,Business,5,
1298,Boeing 777-300,4,September 2015,4.0,3,3.0,no,DFW to LHR,3,Premium Economy,Couple Leisure,2,3.0
1299,Boeing 747-400,4,October 2015,4.0,5,4.0,yes,Cape Town to London,4,Economy Class,Couple Leisure,4,
1300,A380,3,September 2015,4.0,4,4.0,yes,HKG to LHR,3,Business Class,Business,3,
1301,A320 / Boeing 787,3,September 2015,5.0,3,5.0,no,DUS to PHL via LHR,5,Premium Economy,Business,4,
1302,Boeing 747-400,5,September 2015,5.0,4,2.0,yes,LAS to LHR,3,Business Class,Solo Leisure,3,
1303,Boeing 747-400,3,September 2015,3.0,1,1.0,no,LHR to SFO,1,Economy Class,Business,1,
1304,,2,December 2014,1.0,4,1.0,yes,LHR to Chicago O'Hare,4,Business Class,Family Leisure,4,2.0
1305,Boeing 747-400,4,September 2015,1.0,3,2.0,no,Phoenix to Heathrow,1,Economy Class,Solo Leisure,2,
1306,Boeing 747-400,3,September 2015,1.0,1,2.0,no,London to Johannesburg,1,Economy Class,Couple Leisure,1,
1307,Boeing 747-400,2,September 2015,1.0,2,1.0,no,Phoenix to Heathrow,1,Economy Class,Family Leisure,1,2.0
1308,Boeing 747-400,3,September 2015,5.0,4,3.0,yes,LHR to DXB,4,Business Class,Business,3,
1309,Boeing 777,4,May 2015,4.0,4,4.0,yes,SYD to SIN,4,Business Class,Couple Leisure,5,
1310,Boeing 777,2,September 2015,1.0,3,2.0,no,HND to LHR,2,Business Class,Business,2,
1311,Boeing 747-400,4,September 2015,3.0,4,1.0,no,Vancouver to London,3,Business Class,Solo Leisure,2,
1312,Boeing 777,5,September 2015,5.0,5,5.0,yes,LHR to IAD,5,Premium Economy,Solo Leisure,5,
1313,,2,September 2015,1.0,2,3.0,no,London Gatwick to Cancun,3,Economy Class,Couple Leisure,2,2.0
1314,Boeing 767,4,September 2015,2.0,1,1.0,no,LCA to LHR,1,Economy Class,Couple Leisure,2,
1315,Boeing 747-400,5,September 2015,5.0,4,4.0,yes,LHR to MIA,3,Economy Class,Couple Leisure,4,
1316,A318,5,September 2015,5.0,5,3.0,yes,LCY to JFK via SNN,5,Business Class,Business,4,
1317,Boeing 737,5,September 2015,2.0,3,1.0,no,Gatwick to Naples,1,Business Class,Business,1,
1318,Boeing 747-400,5,September 2015,2.0,2,1.0,no,Boston to London,2,First Class,Couple Leisure,1,1.0
1319,Boeing 777-200ER,5,September 2015,5.0,5,5.0,yes,St Lucia to LGW,5,Business Class,Solo Leisure,4,
1320,Boeing 747-400,5,September 2015,3.0,4,2.0,no,LHR to PHX,4,Premium Economy,Couple Leisure,5,
1321,,1,September 2015,1.0,1,1.0,no,Gatwick to Barcelona,1,Economy Class,Couple Leisure,1,1.0
1322,Boeing 747-400,2,July 2015,1.0,3,1.0,no,Heathrow to Vancouver,2,Economy Class,Couple Leisure,3,
1323,Boeing 747-400,3,September 2015,2.0,3,1.0,no,Glasgow to Cape Town via LHR,1,Economy Class,Couple Leisure,3,
1324,Boeing 747 / 777 / A380,2,September 2015,1.0,3,1.0,no,DXB to IAD via LHR,1,Business Class,Solo Leisure,2,1.0
1325,Boeing 777,5,September 2015,5.0,4,3.0,yes,YYZ to LHR,3,Premium Economy,Solo Leisure,5,
1326,Boeing 747-400,5,September 2015,5.0,5,3.0,yes,LHR to MIA,5,Premium Economy,Solo Leisure,5,
1327,Boeing 777-200,4,September 2015,2.0,3,2.0,no,Gatwick to Mauritius,1,Economy Class,Couple Leisure,2,
1328,Boeing 777-200,4,August 2015,3.0,3,3.0,yes,Moscow to Heathrow,3,Economy Class,Couple Leisure,3,
1329,A380,4,September 2015,4.0,4,4.0,yes,Los Angeles to London,3,Business Class,Couple Leisure,3,
1330,Boeing 777,1,April 2015,1.0,1,1.0,no,LHR to BKK,1,Economy Class,Solo Leisure,1,1.0
1331,Boeing 777,2,March 2015,1.0,1,2.0,no,London to Tokyo,4,First Class,Couple Leisure,1,
1332,Boeing 777-300,1,September 2015,3.0,1,2.0,no,GIG to LHR,1,Economy Class,Family Leisure,1,1.0
1333,Boeing 777-200,3,August 2015,4.0,4,1.0,no,Heathrow to Bangkok,2,Economy Class,Couple Leisure,3,
1334,Boeing 747-400,1,August 2015,1.0,3,2.0,no,Las Vegas to London Heathrow,1,Economy Class,Family Leisure,1,
1335,A320,3,September 2015,2.0,2,2.0,no,Athens to London,1,Business Class,Business,1,
1336,Boeing 777,1,September 2015,1.0,1,1.0,no,JFK to Manchester via LHR,1,Economy Class,Solo Leisure,2,
1337,Boeing 777,5,September 2015,4.0,4,3.0,no,Dubai to LHR,3,First Class,Business,3,3.0
1338,Boeing 747-400,1,August 2015,1.0,1,1.0,no,LHR to PEK,1,Business Class,Business,1,
1339,Boeing 747-400,3,September 2015,2.0,3,2.0,no,London to New York JFK,2,Business Class,Business,2,
1340,Boeing 777-200,4,August 2015,4.0,4,4.0,no,Glasgow to New York via LHR,3,Business Class,Couple Leisure,2,
1341,A380,4,August 2015,5.0,4,3.0,yes,Heathrow to Johannesburg,5,Business Class,Couple Leisure,3,5.0
1342,Boeing 747-400,5,August 2015,4.0,2,3.0,no,London to Dubai,1,First Class,Business,2,2.0
1343,A321,4,August 2015,3.0,3,1.0,yes,London to Brussels,2,Business Class,Business,3,1.0
1344,Boeing 747-400,1,August 2015,1.0,1,1.0,no,Denver to London,1,Economy Class,Family Leisure,1,
1345,Boeing 747-400,2,September 2015,,3,1.0,no,LHR to JFK,1,Economy Class,Family Leisure,2,1.0
1346,Boeing 767,5,August 2015,2.0,4,2.0,yes,Calgary to London,5,Economy Class,Couple Leisure,4,
1347,A320,5,August 2015,5.0,5,4.0,yes,MXP to LHR,5,Economy Class,Solo Leisure,5,
1348,Boeing 777,2,July 2015,2.0,3,2.0,no,Toronto to London Heathrow,3,Business Class,Couple Leisure,2,2.0
1349,,5,August 2015,4.0,1,1.0,no,Miami to London Heathrow,4,Economy Class,Family Leisure,2,1.0
1350,A319,4,June 2015,3.0,3,,no,London to Geneva,2,Economy Class,Business,3,3.0
1351,Boeing 747-400,2,August 2015,1.0,3,1.0,no,LHR to PHX,1,Economy Class,Business,1,
1352,Boeing 747,4,August 2015,1.0,1,1.0,no,Manchester to Boston via Heathrow,1,Economy Class,Family Leisure,1,
1353,A319,2,August 2015,2.0,1,,no,Heathrow to Aberdeen,2,Economy Class,Business,1,1.0
1354,Boeing 777-300,2,August 2015,2.0,2,1.0,no,London to Kuala lumpur,3,Business Class,Couple Leisure,3,
1355,,4,August 2015,3.0,4,3.0,yes,London to Berlin,3,Business Class,Solo Leisure,2,1.0
1356,,2,August 2015,2.0,1,1.0,no,London to Copenhagen,2,Economy Class,Couple Leisure,1,1.0
1357,A380,5,August 2015,4.0,3,4.0,yes,LHR to IAD,4,First Class,Business,5,
1358,Boeing 777-236,4,August 2015,2.0,1,3.0,yes,DOH to LHR via BAH,4,Business Class,Business,3,
1359,Boeing 747-400,4,August 2015,4.0,5,4.0,yes,LHR to CPT,3,Economy Class,Family Leisure,4,
1360,A380,1,August 2015,1.0,3,4.0,no,SFO to LHR,2,Economy Class,Family Leisure,1,
1361,Boeing 777 / A320,5,July 2015,5.0,5,5.0,yes,MIA to BRU via LHR,4,Business Class,Couple Leisure,5,5.0
1362,,3,May 2015,3.0,1,3.0,no,Gatwick to Bridgetown,3,Economy Class,Business,2,3.0
1363,Boeing 777,3,July 2015,1.0,1,2.0,no,PHL to TXL via LHR,2,First Class,Couple Leisure,1,
1364,Boeing 747,3,August 2015,3.0,1,1.0,no,Hyderabad to Phoenix via LHR,1,Economy Class,Family Leisure,1,
1365,Boeing 777,5,August 2015,3.0,3,3.0,yes,Washington Dulles to Heathrow,3,Business Class,Couple Leisure,3,
1366,Boeing 767,3,August 2015,2.0,3,3.0,no,London to Nassau,1,Business Class,Couple Leisure,1,
1367,,5,August 2015,4.0,5,1.0,yes,Dublin to Vancouver via London Heathrow,5,Economy Class,Couple Leisure,4,1.0
1368,Boeing 747,5,July 2015,5.0,5,5.0,yes,LHR to LAS,5,Business Class,Family Leisure,5,
1369,Boeing 747-400,5,April 2015,5.0,5,5.0,yes,Boston to London,5,Economy Class,Family Leisure,4,
1370,Boeing 777,4,July 2015,2.0,3,3.0,no,London to Sydney via Singapore,1,Business Class,Solo Leisure,2,
1371,Boeing 767,5,August 2015,5.0,5,4.0,yes,LHR to IST,4,Business Class,Couple Leisure,5,
1372,A319/A321,3,July 2015,2.0,2,2.0,yes,GLA to DME via LGW / LHR,4,Economy Class,Solo Leisure,5,
1373,Boeing 747-400 / A321,3,August 2015,5.0,3,3.0,yes,DME to GLA via LHR,4,Economy Class,Solo Leisure,5,
1374,,2,August 2015,4.0,2,4.0,no,London to Orlando via Miami,3,Economy Class,Family Leisure,3,2.0
1375,Boeing 747-400,2,August 2015,2.0,2,3.0,no,Beijing to London Heathrow,2,Business Class,Business,1,
1376,Boeing 767,4,August 2015,4.0,4,2.0,yes,London to Larnaca,4,Economy Class,Solo Leisure,3,
1377,A319,5,August 2015,4.0,4,3.0,yes,Dublin to LHR,4,Economy Class,Solo Leisure,4,
1378,Boeing 777,1,August 2015,1.0,1,2.0,no,Sydney to Lisbon via LHR,1,Economy Class,Couple Leisure,1,
1379,Boeing 747-400,2,July 2015,2.0,2,1.0,no,LHR to DXB,1,Economy Class,Business,1,
1380,Boeing 747 400,3,June 2015,2.0,3,3.0,yes,Cape Town to London,2,Economy Class,Couple Leisure,3,
1381,Boeing 747 400,4,July 2015,3.0,3,2.0,yes,London to Cape Town,2,Economy Class,Couple Leisure,3,
1382,Boeing 777,2,August 2015,1.0,2,1.0,no,Washington Dulles to LHR,1,Economy Class,Family Leisure,1,
1383,A319,3,June 2015,2.0,3,1.0,no,LHR to ZRH,1,Business Class,Solo Leisure,1,
1384,Boeing 777,1,July 2015,1.0,2,3.0,no,Tokyo Narita to London,2,Business Class,Business,2,
1385,,5,July 2015,3.0,4,3.0,no,Manchester to San Fran via London,3,Premium Economy,Family Leisure,1,3.0
1386,,5,July 2015,4.0,5,4.0,no,Los Angeles to Milan via LHR,2,Premium Economy,Couple Leisure,3,4.0
1387,Boeing 777-300,4,July 2015,4.0,2,3.0,no,London to Sydney via Singapore,1,Economy Class,Couple Leisure,1,1.0
1388,Boeing 747-400,1,July 2015,2.0,5,2.0,no,Cape Town to London,2,Business Class,Business,1,
1389,Boeing 747 and A320,3,July 2015,3.0,4,4.0,yes,San Francisco to Zurich via LHR,4,Economy Class,Family Leisure,4,1.0
1390,Boeing 747-400,1,June 2015,3.0,2,1.0,no,Vancouver to Heathrow,4,First Class,Solo Leisure,1,
1391,Boeing 747,3,July 2015,2.0,1,1.0,no,New York to Dublin via Heathrow,2,First Class,Business,1,
1392,Boeing 777,2,July 2015,4.0,3,4.0,no,London Heathrow to Tokyo,1,Business Class,Business,4,
1393,Boeing 767,5,July 2015,5.0,5,3.0,yes,Istambul to London Heathrow,5,Business Class,Business,5,
1394,Boeing 767,5,July 2015,5.0,5,3.0,yes,London Heathrow to Istanbul,5,Business Class,Business,5,
1395,A318,1,July 2015,2.0,2,1.0,no,London to Faro,1,Business Class,Business,1,1.0
1396,Boeing 777,5,May 2015,4.0,5,4.0,yes,Orlando to London,5,Business Class,Couple Leisure,5,
1397,Boeing 777-200,1,July 2015,1.0,3,5.0,no,LHR-BOM,4,Economy Class,Couple Leisure,3,
1398,Boeing 777-300,3,July 2015,3.0,4,4.0,no,London to Singapire,2,Economy Class,Solo Leisure,4,
1399,Boeing 777-200,4,July 2015,4.0,4,3.0,yes,London to Kuala Lumpur,4,Economy Class,Family Leisure,4,
1400,Boeing 777-200,2,July 2015,3.0,3,4.0,yes,ATL to LHR,4,Economy Class,Solo Leisure,3,
1401,Boeing 767/Airbus A320,2,July 2015,4.0,3,3.0,yes,London Heathrow to Athens,4,Premium Economy,Solo Leisure,3,
1402,Boeing 777,5,May 2015,4.0,5,4.0,yes,Orlando to London,5,Business Class,Couple Leisure,5,
1403,Boeing 777,1,July 2015,1.0,3,2.0,no,Singapore to Sydney,2,Business Class,Business,2,
1404,Boeing 777-200,5,July 2015,3.0,4,4.0,yes,LHR to KUL,4,Business Class,Couple Leisure,5,
1405,Boeing 747-400,2,July 2015,3.0,1,1.0,no,London Heathrow to Bangkok,1,Economy Class,Solo Leisure,1,
1406,Boeing 747-400,5,June 2015,5.0,5,3.0,yes,London Heathrow to Chicago O'Hare,5,Business Class,Solo Leisure,5,
1407,Boeing 747-400,5,July 2015,5.0,5,3.0,yes,ORD to LHR,5,First Class,Solo Leisure,5,
1408,Boeing 747,3,July 2015,1.0,3,1.0,no,Vancouver Canada to London,2,Business Class,Solo Leisure,2,
1409,A321 / Boeing 747-400,5,September 2014,3.0,5,4.0,no,CAI to JFK via LHR,1,Economy Class,Solo Leisure,2,
1410,Boeing 747- 400,5,June 2015,4.0,4,3.0,yes,LHR to JNB,3,Economy Class,Family Leisure,5,
1411,A320,5,December 2014,5.0,5,4.0,yes,Tel Aviv to London LHR,5,Business Class,Solo Leisure,4,
1412,A380,5,May 2015,4.0,5,5.0,yes,LHR to LAX,4,Economy Class,Couple Leisure,3,5.0
1413,Boeing 747-400,5,July 2015,4.0,1,1.0,no,London to Singapore,1,Business Class,Business,3,
1414,A321,5,May 2015,4.0,4,1.0,yes,LHR to Hamburg,5,Economy Class,Family Leisure,5,
1415,Boeing 747-400,5,May 2015,4.0,3,5.0,yes,Chicago to Paris via London,4,Premium Economy,Couple Leisure,4,4.0
1416,Boeing 767,4,July 2015,1.0,3,1.0,no,Istanbul to London,1,Business Class,Business,1,
1417,Boeing 777,4,July 2015,3.0,4,2.0,no,Bangkok to London,2,Business Class,Business,3,
1418,Boeing 777,2,June 2015,2.0,2,3.0,no,Sydney to Singapore,2,Business Class,Business,2,
1419,A318,5,August 2014,5.0,5,5.0,yes,LCY to JFK via Shannon,5,Business Class,Solo Leisure,3,5.0
1420,Boeing 777,2,June 2015,1.0,1,1.0,no,Gatwick to Orlando,1,Economy Class,Family Leisure,2,1.0
1421,B777-300 / A319,2,June 2015,1.0,1,3.0,no,Chicago to Berlin via London Heathrow,1,Economy Class,Solo Leisure,1,
1422,A380,5,June 2015,3.0,4,5.0,yes,London to Los Angesles,4,Economy Class,Solo Leisure,5,4.0
1423,Boeing 777-200,4,October 2014,3.0,4,3.0,yes,YUL to FCO via LHR,4,Economy Class,Family Leisure,5,
1424,,2,June 2015,2.0,3,3.0,no,Washington DC to Heathrow,3,Premium Economy,Couple Leisure,1,3.0
1425,A320 / Boeing 777-300,3,June 2015,2.0,1,3.0,no,Berlin to Chicago via LHR,1,Economy Class,Solo Leisure,1,
1426,Boeing 767,5,June 2015,2.0,2,2.0,no,LHR to Grand Cayman via Nassau,2,Business Class,Couple Leisure,2,
1427,Airbus A380,2,May 2015,2.0,3,4.0,no,London to Johannesburg,3,Business Class,Couple Leisure,2,
1428,A320,5,May 2015,4.0,4,4.0,yes,Geneva to London,2,Business Class,Business,4,
1429,B747-400 / A319,4,April 2015,3.0,4,3.0,no,Vancouver to Berlin via London,1,Economy Class,Solo Leisure,2,
1430,B747 400,5,June 2015,5.0,5,4.0,yes,LHR to MIA,4,First Class,Solo Leisure,5,
1431,777-200,1,May 2015,1.0,1,1.0,no,Bangkok to Heathrow,1,Economy Class,Couple Leisure,1,
1432,777,5,July 2014,4.0,4,5.0,yes,Buenos Aires to Heathrow,5,Business Class,Business,3,
1433,A320,5,June 2015,4.0,4,,yes,LHR to Milan Malpensa,4,Economy Class,Solo Leisure,4,4.0
1434,boeing 787,3,June 2015,3.0,3,4.0,yes,Seoul to London,4,Business Class,Solo Leisure,3,
1435,B747-400,4,May 2015,4.0,4,4.0,yes,LHR to YYZ,3,Economy Class,Solo Leisure,4,
1436,A321,3,May 2015,2.0,3,1.0,no,LHR to SOF,1,Business Class,Business,1,1.0
